Date: 2005.01.01    Station: 46692      Time: 00Z      Levels: 48
  Lat:   25.03   Lon:   121.52   npts:          88
Pres(hPa) Hgt(m)  Temp(c)  Dwpt(c)  Relh(%) Dir(deg)  Spd(knot)
    32.3  23300   -57.50   -45.11     31    284      3.70
    31.3  23500   -57.37   -45.15     31    286      3.15
    30.3  23700   -57.25   -45.19     31    287      2.59
    29.4  23900   -56.70   -45.22     31    288      2.17
    28.5  24100   -55.92   -45.25     31    289      1.81
    27.6  24300   -55.14   -45.29     31    289      1.46
    26.8  24500   -54.64   -45.31     31    291      1.32
    26.0  24700   -54.37   -45.33     31    293      1.37
    25.2  24900   -54.09   -45.36     31    295      1.41
    24.4  25100   -53.81   -45.38     31    297      1.46
    23.7  25300   -53.50   -45.40     31    299      1.49
    23.0  25500   -52.83   -45.46     31    309      1.33
    22.2  25700   -52.55   -45.58     31    319      1.12
    21.6  25900   -52.74   -45.65     31    179      1.19
    20.9  26100   -52.88   -45.69     31     33      1.28
    20.2  26300   -53.11   -45.77     31     23      1.85
    19.7  26500   -52.86   -45.87     31     39      2.44
    19.1  26700   -52.63   -45.91     31     46      3.12
    18.5  26900   -52.52   -45.94     31     50      3.87
    17.9  27100   -52.41   -45.96     31     54      4.61
    17.4  27300   -52.31   -45.98     31     58      5.36
    16.8  27500   -52.20   -46.00     31     62      6.10
    16.4  27700   -51.84   -46.01     31     64      5.72
    15.9  27900   -51.48   -46.02     31     66      5.34
    15.5  28100   -51.13   -46.03     31     69      4.96
    15.1  28300   -50.77   -46.04     31     71      4.58
    14.7  28500   -50.42   -46.05     31     74      4.20
    14.3  28700   -50.06   -46.05     31     76      3.83
    13.8  28900   -49.71   -46.06     31     79      3.45
    13.4  29100   -49.35   -46.07     31     81      3.07
    13.0  29300   -48.99   -46.08     31     83      2.69
    12.6  29500   -48.64   -46.09     31     86      2.31
    12.1  29700   -48.28   -46.10     31     88      1.93
    11.8  29900   -46.94   -46.13     31     94      2.40
    11.4  30100   -45.51   -46.17     31    100      2.94
    11.0  30300   -44.29   -46.22     31    106      3.50
    10.5  30500   -44.24   -46.31     31    108      3.96
    10.3  30700   -44.22   -46.35     31    109      4.16
    10.1  30900   -44.20   -46.39     31    109      4.35
Date: 2005.01.03    Station: 46692      Time: 00Z      Levels: 69
  Lat:   25.03   Lon:   121.52   npts:         163
Pres(hPa) Hgt(m)  Temp(c)  Dwpt(c)  Relh(%) Dir(deg)  Spd(knot)
   960.9    500    13.22     5.55     59    235      1.02
   938.4    700    12.89     4.47     56    247      1.53
   916.3    900    10.85     3.38     60    277      2.33
   894.8   1100     9.93     3.06     62    260      2.81
   873.3   1300     8.95     2.71     65    236      3.20
   852.5   1500     7.66     2.25     68    180      3.20
   831.9   1700     6.03     0.53     67    163      3.57
   811.4   1900     5.35    -0.24     67    218      4.34
   791.9   2100     4.49    -1.21     66    236      4.44
   772.3   2300     4.32    -1.52     65    221      3.92
   754.4   2500     4.53    -1.37     65    227      4.75
   736.2   2700     3.26    -2.16     67    239      5.93
   718.4   2900     2.43    -2.70     68    244      6.74
   700.4   3100    -0.25    -4.38     73    249      7.67
   683.1   3300    -0.97    -3.73     81    255      8.85
   666.4   3500     2.46    -6.23     56    260      9.89
   650.2   3700     4.83    -7.27     40    265     10.90
   634.8   3900     4.27    -7.86     40    268     11.71
   619.5   4100     3.70    -8.44     40    271     12.52
   604.5   4300     3.24    -8.93     40    276     13.69
   589.6   4500     2.78    -9.40     40    282     14.89
   574.9   4700     2.19   -10.01     39    287     16.16
   561.4   4900     0.82   -11.36     39    293     17.84
   547.9   5100    -0.55   -12.71     39    298     19.53
   534.4   5300    -1.91   -14.06     38    304     21.21
   520.9   5500    -3.28   -15.41     38    309     22.89
   507.4   5700    -4.65   -16.76     38    315     24.57
   494.3   5900    -6.23   -18.37     37    319     26.08
   481.7   6100    -8.01   -20.17     36    321     27.31
   469.0   6300    -9.69   -21.76     36    323     28.45
